Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
868,61,Very stylish but made with cheap fabric,"I love the design of this tunic. it is sewn well, but the fabric is cheap. i disliked the texture of the fabric so much that i returned it.",3,0,2,General,Tops,Knits
1094,41,Too much,"This dress looks cute in the picture and i was hopeful since it was actually silk. i'm tired of paying close to $200 for dresses that are polyester or viscose. that being said, this dress simply had too much going on. the fabrics aren't only mixed, but there is also a faint underlying pattern on the fabric that is the same shade of the main color of fabric. it was simply too much and the black lace trim made it look kind of cheap. my real issue is that although the dress itself ran big, the uppe",3,0,13,General,Dresses,Dresses
868,29,Sleeves are a dealbreaker,"This is literally the most unflattering thing i have ever tried on from retailer. the sleeves are so weird and ugly. they get really fat at the top, like a dolman sleeve, but it looks really strange because they don?t flow into the rest of the top, which is very structured. it made my shoulders look huge even though i have very narrow shoulders. this is not apparent in the model picture at all. the thick black seams at the shoulders are also placed in a really awkward spot which also contri",1,0,2,General,Tops,Knits
1145,51,Beyond boxy,I am not sure who would look good in this dress. it is extremely oversized with tons of fabric that will not flatter anyone!,1,0,0,General,Trend,Trend
862,59,Beautiful tee,I love this tee so much i bought in every color available. i have received so many compliments on each one! so soft and comfortable and easy care.,5,1,0,General,Tops,Knits
357,39,Adorable and hard working piece!,"I love this piece and have bought it for three different clients as well as myself... it runs a size larger - i am usually a 4 and the 2 fits perfectly. the skort was one size off for my clients too. definitely a great choice for spring/summer, especially if you love to dress up but lead an active lifestyle!",5,1,2,General,Bottoms,Shorts
1077,33,Just perfect,"Love the dress. it's beautiful and flowy and makes you feel like a princess when you wear it. also very versatile, as it can be worn in multiple seasons and dressed up or dressed down. love everything about the dress and know that it will become a staple in my closet. runs true to size- xs = 0/2 and s = 2/4. if you are short, be prepared to have the hem taken up. 

worth the buy!",5,1,0,General Petite,Dresses,Dresses
1077,21,Beautiful dress,"I ordered this dress for my engagement photos and i am so excited to wear it! it's a gorgeous dress, a bit fancy. it drapes so nicely on the body. as previous reviews have stated, it's a little snug in the chest and shoulders so you might want to size up. i typically wear a size 4 in dresses and fairly small chested, and i decided to stick with the small in this dress. i probably would have been a little more comfortable in a medium as it's a little tight in the shoulder area still. overall thou",4,1,0,General Petite,Dresses,Dresses
862,42,Excellent staple tee,"I love this top! i purchased the gray simply because i felt it would go with more. i can pair it with blue jeans, my pink pilcro chinos, and even my turquoise pilcro shorts. i love that this tee doesn't have the rolled sleeves, so it's a little more finished looking. i tried on both the small and medium and both fit, but i preferred the tapered fit of the small and ultimately went with that. for reference, i'm 5'8"", 140 lbs, 32d chest. i do think $58 is hefty for a t-shirt, so you could roll the",5,1,2,General,Tops,Knits
1077,22,"Perfect event dress, runs small !","Love this dress so so much! the wearability of it isn't much since it's such a ""wow!"" dress, but if you have a wedding that it would be fitting for, itso perfect. if it were a touch shorter i'd be happy wearing it to the park. i'd suggest hemming if you want to make it more casual buy why go there when it's so stunning long. the sales associates in store kept telling me i looked like a princess ( although that may have been my doing as i kept twirling for them saying "" look how cool this is!"") .",5,1,1,General Petite,Dresses,Dresses
1077,58,Love it!,I would absolutely recommend this dress if you have the right body type.,4,1,0,General Petite,Dresses,Dresses
451,59,Fun dress,I love this dress! it is so much fun to wear to the beach or out to lunch! the arm holes are a little large so i wear s tank underneath!,5,1,0,General Petite,Intimate,Lounge
862,60,Soft floral tee,"Super soft, cap sleeves, shirt tail hem and double stitched seams. mine is the grey/green motif and tts. i bought (s) 34-b and the fit was perfect. the tee can transition into fall as i feel it has a more fall appeal over summer because of the grey/green motif. the blue/pink motif feels more like summer.",5,1,2,General,Tops,Knits
862,50,Lovely t-shirt!,"This is a very lovely t-shirt, because of the color and design. it has a very nice shape as well as the sides are not just straight across. it's perfect for leaving it untucked. the petite fits really well, no too long or too short! my only complaint is the the material, while really soft is also quite thin so i'm not sure how durable it is.",4,1,17,General,Tops,Knits
867,50,Cute and flattering top!,"I liked the idea of the scarf tie, so i tried on this top in the store. it was so cute on, that i ignored that it was a bit overpriced for the quality. the material is more of a t-shirt with elastic at the bottom, so it poofs a bit rather than laying flat. i'm not sure how durable the fabric is. it's still really flattering and the scarf color adds a bit of a pop to the navy color. i think ti would look great with jeans but, with the right pants, i could dress it up a bit and wear it to work. it",4,1,1,General Petite,Tops,Knits
296,79,Sparkly!,"I was hesitant to purchase since this price is expensive for a tank, but the quality and true shimmery-ness are worth it. it fits very well and goes with many different sweaters. very happy with my purchase!",5,1,3,Initmates,Intimate,Layering
1077,59,Gorgeous,"I ordered two sizes up, after reading reviews and added a belt for waist definition. it is long...i am six feet tall and it is perfect for me. this is absolutely beautiful; my husband loves the floral print, and i received countless compliments after one wear. the light, flowing material swayed and billowed in the breeze of the outdoor wedding i attended. very feminine and enjoyable to wear. pricey, but i felt i could wear spring through autumn. love! <3",5,1,2,General Petite,Dresses,Dresses
357,25,So cute n comfy,Wore these to church and stayed cool without being scandy. i havent worn skorts since the 90s and this was such a nice return to that trend. :-),5,1,1,General,Bottoms,Shorts
975,37,The coolest jacket,"This is one of those pieces that are timeless, special and absolutely stunning. the body of the jacket is quilted, very boxy, and the embroidery and beading on the jacket is what makes it absolutely gorgeous. the inside of the jacket is this super soft incredible fleecy fur. it adds to the luxury of the jacket. in regard to fit, its very boxy. if you live near an retailer i would highly recommend popping in to try it on. i personally wish it was a smudge longer, but i think the detail and style of",5,1,3,General Petite,Jackets,Jackets
862,42,Flattering fit,"I have discovered that i'm really picky about t-shirts. it's hard to find a cute, flattering one that you can wear with whatever. this one is perfect. the neckline is different, the sleeves are short -- almost cap sleeves. it fits nicely everywhere. i am an 8/10 and the medium fit well. i love that it's a dark enough color and not sheer (why are so many of your clothes see through, retailer?!!!) , so i don't have to layer something under it just to wear it. it's thin enough that you can wear it in",5,1,19,General,Tops,Knits
1104,30,Great dress,"I love this dress. it is so flattering and comfortable! i am petite with curves, and feel so good when wearing this. i ordered a petite small. i will have to stop myself from wearing it every day this summer.",5,1,0,General,Dresses,Dresses
867,51,Better in person!,"Don't pass this one up ladies....the fabric is casual and relaxed, but the drawstring-like collar gives it class and flirt all at the same time. i paired it with a jersey mini skirt and the way the banding at the waist falls on this top made it look like one whole dress. i can wear this with cropped jeans, shorts, anything! truly a homerun. i'm 5'10"", 138lbs and small fit perfectly.",5,1,1,General Petite,Tops,Knits
1077,21,Vibrant colors,This dress makes me feel like the princess of fall. it is very slimming. the colors are much brighter in real life. they look pastel here but are more pronounced. love this dress!,5,1,0,General Petite,Dresses,Dresses
1104,37,I wanted it to work,"I ordered a medium and it fit perfectly. i am anywhere from a size 6-8. 5'9, 155lbs.
sadly, i am returning this dress because the horizontal stripes make my hips look huge.",3,1,0,General,Dresses,Dresses
1077,32,Beautiful dress!,"Love this dress! very flattering. material is thinner and more lightweight than i was imaging but it is great. it really does run small, like the other reviewers said -- glad i ordered one size up, fits perfectly!",5,1,0,General Petite,Dresses,Dresses
867,50,,,5,1,0,General Petite,Tops,Knits
862,50,Very feminine,"Nice t-shirt. the print is very nice and the fabric is soft and flowing. i love the baseball cut, it gives it a different look.",4,1,1,General Petite,Tops,Knits
867,37,"Cute, lightweight summer top","This is cuter in person than online. the scarf goes all the way around the neck and ties on the side as the halter. the whole top is soft like a t-shirt material. there is an elastic band at the bottom, but it's not too cinched so it won't cut into your waist- it just gives it a little bit of shape. it's a cute way to show off some shoulder this summer in a lightweight fabric. i'm looking forward to wearing it out at night with nice jeans or during the day outside. a good price for retailer",5,1,3,General Petite,Tops,Knits
1077,39,"Amazing, but runs sooo small!!","I  absolutely fell in love with the stress when i sought in the store. the fabric and drape of the fabric is amazing! however, it runs extremely small. i normally wear a medium and can sometimes even wear a small and dresses. i tried on the medium and the large and i could not even get them zipped all the way.  i'm so disappointed, as this is a gorgeous dress.  definitely size up at least one, maybe two sizes.",3,1,0,General Petite,Dresses,Dresses
862,32,Comfy and flattering,I love this shirt so much that i bought it in both colors. i purchased the xs regular which fit perfectly. the material is incredibly soft yet thick enough that i know it has some durability. the neckline is very flattering and comes up higher than most tees but not so high that it feels constricting. i also love that it is slightly tapered and comes in towards your waist at the sides and is slightly longer in the back. it's an absolute staple in my wardrobe now.,5,1,0,General Petite,Tops,Knits
1104,37,"So, so cute!","This dress is adorable. it's very comfortable and so flattering. the only thing is i can't understand why it is priced so high. it's a great dress, but i'm just not convinced it's the worth the price tag. i'm going to watch for it to go on sale. fingers crossed!",4,1,0,General,Dresses,Dresses
862,37,Great everyday tee,"I love the fit of this tee for everyday wear. it's forgiving on my late 30s mom body and looks much more stylish than the average tee. my only complaint is that the fabric started pilling on the second wear. otherwise the fit, style, and fabric weight are great. it fits tts. i'm usually a size 4 and the small fits perfectly.",4,1,4,General Petite,Tops,Knits
32,22,,"I absolutely adore this set. it's beautifully constructed-- perfect for something special but comfortable enough for everyday wear. i normally wear a 32 c but got the 34 a/b and it fits perfectly. my only complaint is that the longline portion tends to ride up and rest just below the underwire, as there is no band holding the lace in place along the bottom. still, it is far and away my favourite bra and i highly recommend it.",4,1,0,Initmates,Intimate,Intimates
1077,40,Stunning!,"This dress is gorgeous. i bought it to wear to the ballet, and i know i will wear it to other formal events as well. it is really fancy---definitely wouldn't wear it to work! i had it hemmed as it was really long on me, and it is a bit tight in the shoulders. it has a beautiful shape and flows while you are walking---it felt pretty!",5,1,0,General Petite,Dresses,Dresses
1077,40,Stunning!,"A truly gorgeous dress. ran a little too small in the shoulders for me so i had to reorder the next size up. its is very long, but i won't hesitate to have it altered. it is stunning!",4,1,2,General Petite,Dresses,Dresses
357,64,"Really, really cute","I love skorts! so when i saw this online i ordered my usual size 6. arrived today & really cute. fit is good w/ some room to spare. almost too big but i'll stick w/ the 6. looks as in the pic except the lower front part & the back has a metallic sparkly fiber in the fabric. not shown in the pic though. it's understated but attractive. the fabric patches give this skort a special uniqueness. casual or a little dressy, just love... 5'3"", 117#.",5,1,7,General,Bottoms,Shorts
357,35,,,4,1,0,General,Bottoms,Shorts
1104,35,"I like this piece, but read on for a few notes","This wears nicely, and is true to photo. flattering in the waist, and on a petite, everything fell in the right places. i also like the lightweight creppy skirt fabric. just one design note - the tie is sort of strange. essentially, there's a long tube of fabric coming out of each side of the bust - and it looks very odd when the ties are undone.",3,1,2,General,Dresses,Dresses
1077,46,,"Love  this dress, beautiful!",5,1,0,General Petite,Dresses,Dresses
316,30,"Fun, unique romper","I really love this piece. it's so different from anything else i own! the material has a lot of fine details to it that are hard to see in the photos. easy to dress up with a bit of jewelry and heels. the only downside is the upper body fit. i'm 5'6"" and 130 lbs with more of an hourglass shape. i did not fill out the top at all, although the shorts fit fine around my waist.",5,1,1,General,Bottoms,Shorts
878,67,Pleasantly surprised,"I read all the previous reviews and wasn't sure what to think. when i saw it on sale at my local retailer store, i decided that, despite the thin fabric, it was worth getting. i love the quote spoken by audrey hepburn in the movie ""sabrina"" and knew i just needed to add a cami underneath. i bought it two days ago and wore it yesterday with a short sleeved open sweater, so the quote showed. i got two compliments on it within a short time! for reference, i am 5'9"" and 150 lbs. i bought a large and i",4,1,6,General,Tops,Knits
1072,28,Perfect,"I love this dress, saw it online and went to try it on in the store the next day. this dress is perfect! the pattern stands out but isn't too overwhelming. i'm 5'4"" 120lbs and 32ddd i bought an xs and i love the fit. it's just the right amount of fabric to be flowy without being excessive. one thing i've found with flowy dresses is they make you look preggers if you have a large bust however this dress is nothing of the sort. seriously if you find your size in stock snatch it up!",5,1,0,General,Dresses,Dresses
988,32,"Gorgeous skirt, wow!!!!!","I'd been eyeing this skirt for quite some time so when it went in sale, i took the plunge! i hover between a size 12 and 14, though lately unfortunately it's usually a 14, haha! ;) the 14 fit true to size, perfect silhouette! i will say it was more of a midi length on me than as seen on the model and i'm a near 5' 9"" so for more petite girls the length might be tricky. for me, it was fine, i liked the slightly longer length, it made it even more elegant. the quality was superb, no missing thread",5,1,9,General,Bottoms,Skirts
449,41,Adorable shorts!,These shorts are so cute and comfortable! you can wear any color top and they are very flattering! they fit tts.,5,1,2,General,Bottoms,Shorts
1072,34,Beautiful fabrics,"I fell in love with this dress as soon as i saw it. it does fit more loosely than i typically prefer, but the colors and the patterns have such personality that it didn't matter. i wear mine both as a dress and with leggings for the windy days. this is one of my new favorites!",5,1,1,General,Dresses,Dresses
316,35,,Really cute romper that can be dressed up or down. super comfortable and flattering. i ordered the xs and it fit perfect.,5,1,1,General,Bottoms,Shorts
828,25,Perfect flowy go to top,"For reference i am 5'7"", 145lbs, 34b normally a size m/6. i got the med and it ftt size. i ordered this online and it came a bit wrinkled so i'm hoping once i iron it out it won't be a problem when i am wearing it. i was looking for a nice flowy tunic-like shirt that was flattering but nothing too constricting. this is the perfect length for me to wear with leggings which is what i was looking for. it is longer in the back (covers my bottom) which is what i wanted and shorter in the front...the",4,1,3,General,Tops,Blouses
1072,46,Beautiful pattern,"This dress is so pretty and the petite fits great in the arms and the length is good- just above the knees. the material is nice- not flimsy. i'm just not sure if it looks right on my petite, straight frame. the front is cute but the back is pretty baggy and shapeless. i've never worn a shirt dress so i'm not sure if this is how it's supposed to look? i tried it with a belt but it doesn't seem to work with this dress as there's a band of loose elastic. probably would look better on a curvier bod",4,1,0,General,Dresses,Dresses
316,28,Love it!,"This romper is one of my favorite purchases. the material is great, the fit is very forgiving, and it is very comfortable. it is easily dressed up or down. i purchased a size smaller than i usually wear and it fits well.",5,1,0,General,Bottoms,Shorts
1072,46,,,5,1,0,General,Dresses,Dresses
828,28,"Soft, long shirt that will go great with leggings","I ordered the orange color online and was very happy with the product when it arrived. it's a soft orange color, perfect for fall. the shirt is thin and probably will need a cami underneath, but it's longer in the back than the front and will go great with leggings or skinny jeans.",5,1,0,General,Tops,Blouses
927,53,Adorable swing sweater,"The picture does not do this swing sweater any justice. first of all, the colors are much more vibrant in person than in the picture. the description says it is a ""yellow motif""; there is absolutely no yellow in it. a bit of khaki in two rows of plaid, but no yellow. the predominant colors are a rich maroon, which is so popular this season, some bright blue and salmon colors, which does not come out in the picture. rich and beautiful.

secondly, the sweater is sassy on -- just plain fun. i am",4,1,8,General,Tops,Sweaters
1072,29,Wish this had worked out!,"I saw this online and loved it instantly. i happened to come by it in the store and tried it on. it was almost perfect. but sadly, being busty makes the dress hang not quite as well as it could. i think this might be a better dress for the less busty/less curvy. but it is super cute and fun!",4,1,0,General,Dresses,Dresses
316,50,Substantial material,"Very flattering on. i'm 5'4"" /145lbs and took a small. i love how substantial the fabric is and how slimming it looks on. the only weird thing for me is getting it on?you had to step thru the opening on top, there are no zippers, buttons and if you have larger hips or butt, it will be a challenge to get on. once on, it looks great and believe it or not, roomy.",5,1,2,General,Bottoms,Shorts
927,44,Favorite new fall item,"This sweater jacket is beautiful!  i wasn't going to try it on because i am very sensitive to fabrics that are itchy, but i am so glad i did.  it's super soft and looks great with jeans and a t-shirt.  i have a petite frame, and it doesn't look boxy at all like some swing styles tend to do.  totally recommend this one!",5,1,0,General,Tops,Sweaters
1072,55,Flattering and comfortable,"I was so skeptical about ordering this; it's really not my style. i'm more of a black halter dress kind of person. this is so cute, and flattering. it's well made, not flimsy, but is soft and pretty. i'm 5'6"" and weigh 130. i bought the small and it fits perfectly; the dress hits me right above the knee in front. i can see myself wearing this with cute sandals and a floppy hat at a beach bar, or wearing it wiht6 leggings ans shooties when it's cooler and dress it up with jewelry. side note; i'm",5,1,0,General,Dresses,Dresses
1072,20,Beautiful,"Absolutely love the design, fabric, and fit of this dress! a perfect dress for many occasions, one of the many reasons i love this company! excellent customer service, employees, and of course adorable clothing. 10/10 would recommend buying this dress! and to all the taller girls, i am 5'11"" and 170lbs and this dress is still a good length! no need to continuously pull down and worry about who might see your rear.",5,1,2,General,Dresses,Dresses
316,38,Perfect fit,I am not a one-piece body type. this is the best best best romper i have ever tried on!! i have a large bottom and this is so forgiving due to the 1)perfect length of shorts 2) drapey fabric (not clingy) 3) asymmetrical cut of the top. highly recommend!,5,1,1,General,Bottoms,Shorts
1072,44,My surprising find,"On shopping trips i try to try on at least one thing that i like but don't think will look that great on me. this dress was that item today. not only did i like it, but i liked the way it looked on me. i'm 5'3"", 140 pounds and purchased the medium. i loved it, the clerks loved it, and my very honest daughter also loved it. i will wear it as a dress and also as a tunic over skinny jeans.",5,1,29,General,Dresses,Dresses
843,32,Buy this if you want a crop top,"I absolutely loved the print on this shirt, and as soon as i saw in the catalog i knew i had to have it. the velvet is beautiful and the pattern is even more rich in person. unfortunately, the shirt is very thin ? much thinner than i'd expect with velvet ? and is so short that it is more like a crop top. even with the shoulders pulled down for the off the shoulder look, the front of the shirt hit me barely below my navel. for reference, i'm only 5'1. i would buy this over again if it were only l",4,1,0,General,Tops,Blouses
316,60,"Love, love, love","I am 5'9, very long waisted, generally a size 10-12 or med, but ordered the large to ensure it would not ride up.
(and this brand has run small in the past)
i am keeping the large but also ordering a med to compare as i have room to spare - length and width
either way, this is a keeper!!
it is adorable on, comfortable, my t-back bra works perfectly, very flattering, and way better than expected
the shorts length is a little longer than pictured, but there is an elastic waist with a cami under an",5,1,17,General,Bottoms,Shorts
828,54,Soft light fabric,"This is a great summer shirt that will also transition into the fall. it is 100% rayon, so flows beautifully and feels really soft and cool against your skin. it is also washable. i think it looks much better in person than online.
i opted to have a snap added just above the top button which makes the shirt stay more closed and even-looking, as it tended to gap slightly at the top..
for reference, i am 5'5"", 125 lb., but have broad shoulders, making my usual best size a medium in most tops and",5,1,20,General,Tops,Blouses
927,22,Colors are beautiful,"Noticed this sweater as soon as i walked in the store. i am 5'5"" 135lbs, with an athletic build so teeter between a small and medium in tops. i spent a long time trying to decide if i preferred the small or medium fit. the sweater is a bit boxy so ended up sizing up, as the longer length seems to off set some of the boxiness. i am looking forward to wearing this with skinny jeans and boots. as another reviewer suggested, i think a denim shirt will look great underneath. rated a good in quality b",5,1,4,General,Tops,Sweaters
828,49,Much cuter in person,"I bought this in-store and it is much nicer than it appears in the photos online. the fabric is soft and drapey, making the top lightweight and flowy. this is not a fitted shirt, and i didn't feel it was overly large, so i think it runs true to size. i felt fine in an xs. t did feel the need to wear a camisole/ tank with it, but i tend towards the modest side. i bought it with the wide-legged linen pants and have worn it with wedge sandals with many compliments! i wish i'd noticed the navy blue",5,1,0,General,Tops,Blouses
316,36,Perfect!,"After having my third child, i was looking for clothes to hide my tummy. i've always loved the comfort of a romper, but the typical cinched waist was never flattering on me. this romper does not disappoint. it hides areas i want hidden, but does so with style. i get numerous compliments whenever i wear this. i cannot say enough wonderful things about this piece!",5,1,1,General,Bottoms,Shorts
988,22,Pretty skirt,This skirt is beautiful- very different. it wasn't all that flattering on me due to the side pockets and back pleats- but all in all is a great skirt! i love the design and the fabric.,4,1,0,General,Bottoms,Skirts
316,47,Recommend with reservations,"This jumpsuit is all the things other reviewers have stated: roomy, flattering, has give. however, note: the way in and out of this outfit is a single button with a loop at the top of the back. if you need to run to the restroom - plan. it can be an absolute pain to get out of this outfit to go to the restroom. let's not talk about the possibilities of the outfit dropping on a public restroom floor...yes, i went there...

i would have preferred separates to a single piece. you could achieve th",4,1,4,General,Bottoms,Shorts
1072,39,Love this dress,Cute print got lots of compliments when i wore it. lightweight. looks great with boots,5,1,1,General,Dresses,Dresses
1072,62,Simply beautiful!,Fabulous dress for both quality and design. the embroidery is gorgeous and the long sleeves make it practical to begin wearing immediately. true to size and flattering. looks darling with booties.,5,1,12,General,Dresses,Dresses
316,41,,"Retailer rarely disappoints and this jumpsuit is a perfect example! i ordered a small based on reviews that it runs large and i do not like tight shorts and it was the right decision. the fabric, design and overall style make this piece easy to dress up or down. i cant wait to wear it. if you are on the fence order it now because this will not last long.",5,1,2,General,Bottoms,Shorts
316,41,Spectacular romper!,"Love this romper! it is beautifully made and classy. the fabric flows and the construction is soft and solid. i'm 5'5"" and 135 and the small is a little roomy but comfortably so. can't wait to where it.",5,1,2,General,Bottoms,Shorts
927,49,Ack. i want to love it...,"I love so much about it... it really is a gorgeous piece!  i just cannot get over the shorter sleeve... there's something about it that makes me feel like it looks as though i bought it too small, or shrunk it in the dryer =0  i'm the only one commenting on that, so it must be me. lol. i think i'm going to begrudgingly return this one :(",3,1,0,General,Tops,Sweaters
1072,18,I get so many compliments,I found this dress on sale in store and i usually stay away from this style/cut because i have a curvier lower half but to my surprise the dress was still flowy and fit the top nicely. i'm usually a small in tops and a 30 on bottom but it worked for me and i get a compliment every time i wear it!,4,1,0,General,Dresses,Dresses
828,59,Appealing color,I've received so many complements on this top. it's so comfortable and every time i wear it someone compliments the color. i ordered it in each color!,5,1,0,General,Tops,Blouses
316,36,Adorable!,"Fell in love with this romper online, but since a few reviewers mentioned it ran large, i wanted to try it on in the store. this romper is even better in person! extremely flattering, delicate details and lined! it's adorable! i am glad i tried it on in the store. i am usually a size 6/medium, but the small worked better for me. i know this will be a staple of mine all spring and summer.",5,1,2,General,Bottoms,Shorts
1072,66,Navy print shirtdress,"I just got this today & love it. the embroidery on the front is gorgeous & rich looking. the material is soft & has a nice weight so that it drapes perfectly & is not at all see through. it will look great with sandals, flats or sandals with heels. i wear an xs & it fits tts. it falls just above the knee. i can see me wearing this a lot. i was worried about it looking too youthfull for my age, but it doesn't at all.",5,1,5,General,Dresses,Dresses
1072,36,,"I love this dress. the pattern is fun, the style is relaxed and breezy for spring/summer, and it is well-made. a steal at the sale price! also, it has pockets :) a huge plus for me. since it is a loose-fitting style, i would say it run just a tad big. i bought the s petite and i am 5'4"" 115lbs. i could've gone xs petite ...but the s fits well and looks great. the pattern is stunning. a great addition to my summer wardrobe. i thought about pairing it with a fitted white pant, but it hits me right",5,1,0,General,Dresses,Dresses
1072,32,Adorable,"Love this dress! perfect length and i love the construction and where the seams hit (not too long, not too short). i got so many compliments with this dress!",5,1,1,General,Dresses,Dresses
828,53,Loved this shirt - but only in navy,This shirt is very flattering and drapes beautifully. i am 5'7 175 and the medium fits perfectly. i bought in navy but am disappointed in the other options - i would have bought all of them had they been nice colors but the yellow and orange are really garish and unflattering on any skin tone and the white way too see-through which ruins the visual lines of the top. bummer! but i wear the navy every day so give that a thumbs-up.,5,1,17,General,Tops,Blouses
927,65,Super cute,"Sometimes ""swing"" styles don't work on me - i'm on the busty side so they often make me look like i'm wearing a tent from a side view. not so this sweater. it's more of an a-line shape than a ""swing"" style and is very flattering - i would think on all body types. i love that it zips up and has pockets. the plaid is really pretty and the overstitching detail and ribbbed bottom elevate the styling. super soft too - not an itch in sight!! 
(don't know why they call this coloration ""yellow"". it's n",5,1,1,General,Tops,Sweaters
316,32,Nice!,"I threw this into my cart online on a whim, but i'm not disappointed! and i don't even wear rompers usually. for reference, i'm 5'2 and normally a size 2, and i bought this romper in a size xs petite. if you're on the shorter side, i definitely recommend buying it in the petite size, as i feel that this romper would run large in the regular sizes. the fabric of the top drapes nicely on me, and the shorts are about medium length. i like the neckline details. the armholes in the petite size aren't",4,1,7,General,Bottoms,Shorts
1072,53,Pretty tunic,This is a pretty tunic but it just didn't look right on me. the colors are nice and you can easily hide body flaws.,5,1,1,General,Dresses,Dresses
1072,51,Fun dress,"A fun dress to just throw on go, nice details in the bodice, mix of blues in the prints, little longer in back is nice detail for those of us who want a shorter dress but not the worry of flashing from behind",5,1,0,General,Dresses,Dresses
1072,62,Flattering and easy to wear,"Cute design, the fabric drapes well, conceals many possible figure flaws, and has an upbeat, easy vibe. i got a small and am 125 lbs and 5'4"". i also washed it on a short cycle on cold and put it in the dryer for 5 minutes, which worked out just fine. great dress!",5,1,18,General,Dresses,Dresses
1072,39,Wish i could love it,"The style and fit are excellent, doesn't make you look frumpy or larger. just can't get into the pattern combo--the white is too stark and i feel like it was slapped on my chest like a dickey. i have the paquerette and that's a mixed bag of patterns that works really well. i'm not sure if i am keeping. i may have to bleed it out to soften the white. purchased size medium for my 36dd chest and wide rib cage.",4,1,0,General,Dresses,Dresses
1072,36,Love!,"The print, length and cut are all flattering. i bought the other tiny dress that was similar and will buy every pattern they make.",5,1,18,General,Dresses,Dresses
927,52,Beautiful sweater jacket,"I was so pleased to see this in the store, and i am glad that i had a chance to feel the knit. the combination of wool, cotton, and nylon creates a really soft, luxurious feel to the sweater. i was shocked that it didn't have cashmere in the blend, it is that soft! but, it is equally substantial. this sweater can surely be worn as a piece of outerwear, and it can be used as a layering piece. i consider this one tts because i typically wear a m in a knit that isn't fitted. i disagree with an earl",5,1,2,General,Tops,Sweaters
828,41,,"This is a great, casual top that can work in all seasons. i love it with skinny pants/jeans.",4,1,0,General,Tops,Blouses
1072,54,Love,"Love everything about this: the length, cut, look, etc. i wear medium/large... went with medium and it was perfect.",5,1,2,General,Dresses,Dresses
1072,39,,"Purchased this dress at the sale price, with an additional 20% off sale, not exactly sure what to expect-- the print is so different than my usual style preference. so glad i did! while the dress is way oversized (for reference, i'm 5'4, 132 lbs) ordered size sm but prob should have gone with xs) it's stylish, yet effortless. today is the first day of wear (at my office) and already received many complements.",4,1,1,General,Dresses,Dresses
1072,27,"Lovely, runs looser than expected","I definitely trend towards preferring my clothes looser as a style but the fit on this dress felt a bit too boxy, i typically run between and x-small and small, should have gone with the x-small. i loved the print and quality of the dress though and would recommend it!",4,1,1,General,Dresses,Dresses
843,52,Beautiful!!!   runs small,"This top is gorgeous.  i normally wear s to m depending on brand and style.  ordered a s and it was so small i returned and have l on order.  it is cropped.  i am 5'3"" and it hit me as pictured on model.  if you are tall or like longer tops this may not be for you",5,1,0,General,Tops,Blouses
1072,54,"Great dress, good quality","Love love this dress! i got the regular size, but the length is more on the petite side. it's shorter than what i'm comfortable with, so will probably return it.",4,1,8,General,Dresses,Dresses
1094,55,Pretty but big,"This dress is really pretty and fun. i can see where i can dress it up or tone it down. subtle pretty beading at the neck. just ran a bit big on me, i sent back for the next size down -can't wait to get it!",4,1,8,General,Dresses,Dresses
868,18,"A little big, but so comfortable!","This shirt is incredibly comfortable. the material is so soft, and it fits so well. i am 5'6"" and 130 lbs with a 32b chest and i purchased a small - it is large on me, and i would have preferred an xs, but the small is just fine as well! it is a great shirt, especially for an oversized henley. 100% recommend. (one star off for the larger sizing.)",4,1,0,General,Tops,Knits
868,52,,,4,1,0,General,Tops,Knits
966,44,,Very cozy wrap!  the material is so soft.   find myself grabbing this anytime i am chilly day and night.  i offen find my daughter wrapped up in it too!  and with the arm holes it stays on.  very pleased.,5,1,0,General,Jackets,Jackets
877,39,Awesome and flattering,"I almost walked past this until i saw it on the display mannequin. the shimmer is very subtle, but there, the picture here makes hte shirt look more like a grey shirt, but it is more ""sophisticated"" in person. very soft fabric, fitted on the ""wasit"", but romier on top, cowl is super flattering. usual sizze fit very nicely. highly recommend, i won't hev to tuck it in everytime i wear it :-# i think it can be dressed up #skirt# or down #jeans#, almost a basic t!",5,1,9,General Petite,Tops,Knits
1062,33,Nice trousers,"I fell in love with these trousers as soon as i saw them online. i am a big fan of essentiel antwerp, their designs are unique and bold. these trousers definitely fit their aesthetic. the print is darker compared to the picture, making the green more of a dark olive and the blue almost looks black. they have an elastic waist so that helps for some of us who have a wider bottom. they cinch back in once they are buttoned at the waist, so it doesn't make your hips look wide. the fabric is soft and",5,1,3,General,Bottoms,Pants
866,46,"Pretty top, scratchy material",I bought this in size xl and the overall fit matched the model's photos. the neckline was a bit higher than pictured. the material was pretty in person. the problem was the material's threads were too scratchy. i was uncomfortable with that scratchiness against my neck so i returned it. i did like the unique leaf pattern of the lace.,3,1,0,General Petite,Tops,Knits
854,53,Very large,Very pretty cardigan but it is huge! i ordered a large (normally xl or large) and it is so big! the shoulder seam comes to middle of my upper arm. i wanted to exchange it for a medium but they are out of stock. bummer.,4,1,6,General,Tops,Knits
